State,City,PM25,PM10,NO2,SO2,CO,O3,health_risk
Meghalaya,Shillong,22.59,30.4,2.96,7.95,0.28,32.79,Low
Meghalaya,Shillong,17.46,24.25,2.47,6.64,0.2,28.35,Low
Meghalaya,Shillong,57.08,38.59,2.82,7.76,0.36,29.71,Low
Meghalaya,Shillong,35.92,48.29,2.74,7.73,0.47,25.08,Low
Meghalaya,Shillong,38.86,50.15,2.84,8.02,0.43,23.68,Moderate
Meghalaya,Shillong,22.65,31.34,2.31,6.48,0.22,26.21,Low
Meghalaya,Shillong,34.74,45.92,2.36,6.99,0.14,29.39,Low
Meghalaya,Shillong,33.34,45.46,2.41,7.36,0.25,47.44,Low
Meghalaya,Shillong,21.45,32.41,2.53,7.93,0.18,66.61,Low
Meghalaya,Shillong,29.71,39.33,2.57,7.82,0.22,63.05,Low
Meghalaya,Shillong,21.25,28.61,2.47,7.12,0.29,34.88,Low
Meghalaya,Shillong,20.72,23.23,2.37,6.9,0.22,42.67,Low
Meghalaya,Shillong,15.63,27.13,2.87,8.51,0.23,59.45,Low
Meghalaya,Shillong,35.99,49.54,2.91,8.38,0.53,43.53,Low
Meghalaya,Shillong,43.41,54.6,2.6,7.61,0.34,36.05,Moderate
Meghalaya,Shillong,44.81,55.75,2.68,7.66,0.33,39.22,Moderate
Meghalaya,Shillong,46.64,59.12,2.48,7.15,0.56,27.42,Moderate
Meghalaya,Shillong,64.17,79.29,2.35,7.0,0.63,18.39,Moderate
Meghalaya,Shillong,62.33,78.74,2.6,7.46,0.59,29.58,Moderate
Meghalaya,Shillong,42.77,57.84,2.44,7.37,0.33,45.61,Moderate
Meghalaya,Shillong,40.96,56.13,2.4,7.23,0.35,37.35,Moderate
Meghalaya,Shillong,47.55,62.01,2.46,7.6,0.27,39.34,Moderate
Meghalaya,Shillong,48.24,67.47,3.05,9.46,0.33,55.75,Moderate
Meghalaya,Shillong,60.08,84.81,3.2,10.06,0.55,48.78,Moderate
Meghalaya,Shillong,49.49,63.41,2.97,9.26,0.56,38.52,Moderate
Meghalaya,Shillong,54.66,73.95,3.29,10.3,0.53,55.25,Moderate
Meghalaya,Shillong,40.34,59.42,3.14,9.73,0.41,61.01,Moderate
Meghalaya,Shillong,58.11,83.5,3.18,10.34,0.57,55.06,Moderate
Meghalaya,Shillong,48.94,68.35,2.67,8.91,0.37,38.07,Moderate
Meghalaya,Shillong,25.93,34.99,2.85,9.69,0.26,43.66,Low
Meghalaya,Shillong,47.14,63.22,3.03,10.2,0.58,35.73,Moderate
Meghalaya,Shillong,42.01,58.81,2.82,9.85,0.56,36.5,Moderate
Meghalaya,Shillong,40.08,56.09,2.71,9.24,0.4,37.57,Moderate
Meghalaya,Shillong,49.07,66.7,2.41,7.98,0.52,34.74,Moderate
Meghalaya,Shillong,54.68,75.38,2.38,7.96,0.35,57.89,Moderate
Meghalaya,Shillong,81.36,108.46,2.51,8.15,0.37,65.99,High
Meghalaya,Shillong,63.48,84.69,2.38,7.81,0.32,47.94,Moderate
Meghalaya,Shillong,77.93,102.18,2.63,8.87,0.49,36.94,High
Meghalaya,Shillong,75.12,98.01,2.79,9.64,0.48,54.15,High
Meghalaya,Shillong,92.18,120.62,2.79,9.91,0.59,33.69,High
Meghalaya,Shillong,67.59,89.77,2.69,9.3,0.49,25.59,Moderate
Meghalaya,Shillong,58.97,79.1,2.64,9.3,0.33,51.83,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,31.07,38.19,8.15,3.96,0.3,31.25,Low
Meghalaya,Shillong,25.11,31.22,2.56,3.23,0.34,28.84,Low
Meghalaya,Shillong,21.18,26.77,2.72,3.3,0.23,33.19,Low
Meghalaya,Shillong,17.87,27.19,2.7,3.25,0.35,33.5,Low
Meghalaya,Shillong,17.24,24.88,2.44,3.09,0.24,25.66,Low
Meghalaya,Shillong,18.63,26.41,2.64,3.66,0.22,39.09,Low
Meghalaya,Shillong,27.68,36.86,2.65,4.23,0.24,46.9,Low
Meghalaya,Shillong,35.37,48.33,2.61,4.21,0.31,43.83,Low
Meghalaya,Shillong,26.75,40.42,2.55,3.85,0.2,51.06,Low
Meghalaya,Shillong,32.17,53.68,2.64,3.85,0.23,48.89,Moderate
Meghalaya,Shillong,26.31,34.09,2.77,3.99,0.32,41.7,Low
Meghalaya,Shillong,27.32,36.11,2.78,4.09,0.25,52.14,Low
Meghalaya,Shillong,26.77,35.27,2.74,3.57,0.22,44.61,Low
Meghalaya,Shillong,20.66,35.48,2.91,3.94,0.17,60.41,Low
Meghalaya,Shillong,28.03,42.96,3.08,4.76,0.31,51.74,Low
Meghalaya,Shillong,39.77,59.85,3.11,5.22,0.29,54.05,Moderate
Meghalaya,Shillong,23.77,38.5,2.94,5.02,0.23,54.63,Low
Meghalaya,Shillong,29.84,47.21,2.35,4.93,0.22,44.23,Low
Meghalaya,Shillong,38.98,55.72,2.34,4.68,0.28,40.9,Moderate
Meghalaya,Shillong,53.61,75.81,2.58,5.3,0.32,49.53,Moderate
Meghalaya,Shillong,27.04,42.2,2.55,4.85,0.21,44.13,Low
Meghalaya,Shillong,23.18,42.06,2.53,5.4,0.21,36.23,Low
Meghalaya,Shillong,37.88,59.49,2.69,6.19,0.31,6.77,Moderate
Meghalaya,Shillong,44.98,72.82,2.7,6.61,0.31,27.41,Moderate
Meghalaya,Shillong,52.21,75.5,2.48,5.23,0.33,16.58,Moderate
Meghalaya,Shillong,50.46,75.63,2.73,6.69,0.33,20.88,Moderate
Meghalaya,Shillong,58.49,81.35,2.62,5.41,0.33,10.43,Moderate
Meghalaya,Shillong,21.25,31.3,2.44,4.43,0.21,15.74,Low
Meghalaya,Shillong,21.58,29.57,2.46,4.53,0.24,6.48,Low
Meghalaya,Shillong,30.19,39.11,2.67,5.24,0.22,1.73,Low
Meghalaya,Shillong,50.05,62.4,2.8,5.86,0.3,4.6,Moderate
Meghalaya,Shillong,44.29,55.51,2.64,5.86,0.28,9.19,Moderate
Meghalaya,Shillong,42.54,66.9,2.57,6.69,0.26,13.36,Moderate
Meghalaya,Shillong,33.4,60.85,2.45,6.37,0.19,11.65,Moderate
Meghalaya,Shillong,30.23,58.07,2.46,7.51,0.21,13.33,Moderate
Meghalaya,Shillong,53.16,89.47,2.52,9.03,0.35,12.08,Moderate
Meghalaya,Shillong,58.0,99.34,2.35,8.86,0.35,9.67,Moderate
Meghalaya,Shillong,46.79,81.02,2.55,8.82,0.3,22.65,Moderate
Meghalaya,Shillong,34.47,74.98,2.83,10.68,0.23,38.21,Moderate
Meghalaya,Shillong,34.03,65.56,2.87,9.04,0.21,25.1,Moderate
Meghalaya,Shillong,25.6,49.2,2.67,7.86,0.05,18.67,Low
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.0,30.84,Moderate
Meghalaya,Shillong,9.92,13.98,1.88,4.22,0.07,1.03,Low
Meghalaya,Shillong,12.54,18.18,2.42,5.85,0.17,1.61,Low
Meghalaya,Shillong,13.9,18.23,2.65,6.65,0.16,0.9,Low
Meghalaya,Shillong,10.46,13.6,2.65,6.66,0.15,0.8,Low
Meghalaya,Shillong,13.97,18.44,2.65,6.95,0.2,0.11,Low
Meghalaya,Shillong,16.18,23.91,2.58,6.96,0.16,4.15,Low
Meghalaya,Shillong,12.39,16.49,2.62,7.0,0.18,9.44,Low
Meghalaya,Shillong,11.76,16.65,2.65,7.38,0.18,18.51,Low
Meghalaya,Shillong,15.92,24.05,2.68,8.29,0.16,24.17,Low
Meghalaya,Shillong,21.41,32.61,2.62,8.0,0.19,21.39,Low
Meghalaya,Shillong,23.75,34.49,2.72,8.27,0.19,21.21,Low
Meghalaya,Shillong,22.77,33.82,2.59,7.81,0.2,33.07,Low
Meghalaya,Shillong,21.75,30.97,2.74,8.55,0.2,12.28,Low
Meghalaya,Shillong,30.47,43.71,2.62,8.1,0.19,19.25,Low
Meghalaya,Shillong,21.18,31.19,2.14,6.56,0.15,11.21,Low
Meghalaya,Shillong,17.18,25.41,1.89,5.95,0.13,9.43,Low
Meghalaya,Shillong,14.34,23.35,1.72,5.39,0.11,11.43,Low
Meghalaya,Shillong,16.06,29.21,2.53,8.27,0.16,11.87,Low
Meghalaya,Shillong,24.24,45.38,2.55,8.8,0.19,27.29,Low
Meghalaya,Shillong,26.59,49.0,2.67,9.14,0.21,15.21,Low
Meghalaya,Shillong,17.42,26.03,2.65,8.35,0.19,9.25,Low
Meghalaya,Shillong,3.45,4.98,2.58,7.77,0.17,30.84,Low
Meghalaya,Shillong,8.58,12.38,2.84,8.62,0.22,1.45,Low
Meghalaya,Shillong,24.57,40.46,2.66,8.76,0.19,14.18,Low
Meghalaya,Shillong,16.11,24.92,2.66,8.68,0.16,5.76,Low
Meghalaya,Shillong,11.5,19.73,2.74,8.54,0.14,8.87,Low
Meghalaya,Shillong,7.42,11.94,2.69,8.65,0.14,7.42,Low
Meghalaya,Shillong,8.61,13.44,2.69,8.37,0.16,19.84,Low
Meghalaya,Shillong,12.87,19.67,2.66,8.49,0.24,5.3,Low
Meghalaya,Shillong,11.74,15.88,2.8,8.98,0.18,3.65,Low
Meghalaya,Shillong,12.82,20.52,2.75,8.61,0.17,3.28,Low
Meghalaya,Shillong,12.93,20.92,2.84,9.09,0.17,6.03,Low
Meghalaya,Shillong,16.52,28.89,2.78,9.14,0.16,11.35,Low
Meghalaya,Shillong,19.38,31.27,2.73,9.47,0.15,16.35,Low
Meghalaya,Shillong,19.65,27.54,2.65,9.84,0.17,12.45,Low
Meghalaya,Shillong,20.5,28.99,2.73,10.76,0.18,11.24,Low
Meghalaya,Shillong,12.72,18.14,2.75,10.76,0.15,1.17,Low
Meghalaya,Shillong,13.5,17.99,2.73,10.49,0.16,1.83,Low
Meghalaya,Shillong,17.94,25.5,2.88,11.33,0.18,5.11,Low
Meghalaya,Shillong,23.76,32.93,2.71,10.7,0.21,5.94,Low
Meghalaya,Shillong,24.94,33.44,2.73,10.96,0.25,0.01,Low
Meghalaya,Shillong,9.99,14.39,2.62,10.71,0.17,30.84,Low
Meghalaya,Shillong,5.28,10.75,2.64,10.19,0.16,17.41,Low
Meghalaya,Shillong,3.44,5.82,2.76,9.5,0.14,22.11,Low
Meghalaya,Shillong,3.9,6.79,2.63,8.92,0.13,20.96,Low
Meghalaya,Shillong,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Meghalaya,Shillong,3.11,9.63,2.49,9.3,0.13,15.82,Low
Meghalaya,Shillong,4.38,10.06,2.41,9.22,0.12,14.21,Low
Meghalaya,Shillong,3.87,5.38,3.06,11.18,0.14,26.65,Low
Meghalaya,Shillong,4.56,6.79,3.09,11.29,0.15,31.77,Low
Meghalaya,Shillong,10.64,15.77,3.03,11.89,0.2,33.9,Low
Meghalaya,Shillong,14.8,23.66,3.03,13.84,0.22,29.12,Low
Meghalaya,Shillong,5.35,9.42,2.92,12.33,0.14,25.35,Low
Meghalaya,Shillong,8.14,12.93,2.94,12.47,0.15,35.8,Low
Meghalaya,Shillong,9.65,20.87,2.97,12.67,0.13,42.14,Low
Meghalaya,Shillong,10.21,15.34,3.07,10.89,0.14,29.17,Low
Meghalaya,Shillong,9.62,16.37,2.95,5.46,0.13,10.18,Low
Meghalaya,Shillong,6.33,8.76,3.01,4.94,0.12,11.83,Low
Meghalaya,Shillong,9.41,9.77,2.89,4.76,0.16,24.97,Low
Meghalaya,Shillong,13.55,20.53,3.1,5.0,0.17,34.91,Low
Meghalaya,Shillong,9.53,13.4,3.05,5.33,0.18,10.85,Low
Meghalaya,Shillong,14.74,20.8,2.85,5.05,0.2,6.2,Low
Meghalaya,Shillong,16.7,29.4,2.7,4.29,0.1,17.71,Low
Odisha,Talcher,48.57,95.68,21.69,9.16,3.6,0.02,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,3.41,0.03,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,5.15,0.02,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,1.68,0.15,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,0.09,9.16,1.36,0.06,Moderate
Odisha,Talcher,48.57,95.68,0.12,9.16,1.62,0.04,Moderate
Odisha,Talcher,48.57,95.68,0.11,9.16,2.34,0.06,Moderate
Odisha,Talcher,48.57,95.68,0.05,9.16,2.25,0.05,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,123.61,322.43,29.29,9.16,2.46,29.76,High
Odisha,Talcher,135.85,341.78,27.72,9.16,2.5,18.54,High
Odisha,Talcher,172.05,381.02,45.34,9.16,2.62,17.65,High
Odisha,Talcher,143.05,314.95,55.96,9.16,2.56,11.32,High
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,117.74,264.67,27.17,38.32,1.62,28.32,High
Odisha,Talcher,173.67,411.74,54.41,63.77,2.09,18.61,High
Odisha,Talcher,73.52,209.94,17.65,51.74,0.58,14.69,High
Odisha,Talcher,145.63,280.32,32.76,54.35,1.3,23.31,High
Odisha,Talcher,193.1,415.79,68.73,66.46,1.77,26.16,High
Odisha,Talcher,174.89,336.83,48.53,69.76,1.42,25.58,High
Odisha,Talcher,209.23,448.44,69.51,79.83,1.96,24.45,High
Odisha,Talcher,138.1,293.77,47.28,57.58,1.3,23.4,High
Odisha,Talcher,135.54,290.37,32.28,39.42,1.23,21.31,High
Odisha,Talcher,183.64,337.62,48.33,57.99,1.54,25.19,High
Odisha,Talcher,238.35,529.88,94.69,72.67,2.73,24.42,High
Odisha,Talcher,223.24,428.19,99.8,78.68,2.56,23.63,High
Odisha,Talcher,172.69,365.85,44.13,57.81,2.34,29.15,High
Odisha,Talcher,174.97,356.57,37.09,51.47,2.12,25.24,High
Odisha,Talcher,207.2,446.6,59.91,59.2,2.41,21.31,High
Odisha,Talcher,159.51,373.57,59.94,51.38,2.08,21.7,High
Odisha,Talcher,202.82,450.74,76.15,45.31,2.69,20.57,High
Odisha,Talcher,186.41,378.45,27.03,38.16,2.05,21.77,High
Odisha,Talcher,198.3,392.54,32.55,50.51,2.43,26.23,High
Odisha,Talcher,166.3,395.0,27.44,47.24,2.35,27.58,High
Odisha,Talcher,283.31,488.72,36.38,52.69,3.3,30.91,High
Odisha,Talcher,173.38,404.44,30.83,50.81,2.27,24.1,High
Odisha,Talcher,145.3,329.78,26.55,57.6,1.93,23.11,High
Odisha,Talcher,147.24,333.81,35.12,59.84,2.05,29.6,High
Odisha,Talcher,111.63,241.12,27.81,53.04,1.46,28.35,High
Odisha,Talcher,179.03,312.37,36.17,40.02,1.97,36.28,High
Odisha,Talcher,144.24,279.06,28.4,32.51,2.06,29.23,High
Odisha,Talcher,82.18,164.53,27.52,60.2,1.69,6.41,High
Odisha,Talcher,169.33,393.78,48.95,30.63,2.07,20.93,High
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,331.81,382.08,43.96,4.21,3.34,36.52,High
Odisha,Talcher,217.86,358.15,31.96,24.63,2.97,21.34,High
Odisha,Talcher,100.51,230.12,28.68,11.95,1.86,27.49,High
Odisha,Talcher,108.45,251.27,20.49,22.95,2.07,40.37,High
Odisha,Talcher,90.03,210.68,19.34,31.73,1.9,40.66,High
Odisha,Talcher,64.52,143.31,20.37,43.94,1.46,33.19,High
Odisha,Talcher,93.41,244.58,18.51,38.31,1.84,42.6,High
Odisha,Talcher,155.14,352.21,22.58,56.31,2.74,25.25,High
Odisha,Talcher,183.49,355.28,32.85,70.46,3.19,21.09,High
Odisha,Talcher,61.01,146.11,29.3,50.21,1.61,26.21,High
Odisha,Talcher,53.41,132.9,17.11,31.26,1.58,42.14,High
Odisha,Talcher,60.32,150.73,11.38,16.81,1.6,47.11,High
Odisha,Talcher,75.21,131.5,10.88,18.46,1.49,40.31,High
Odisha,Talcher,29.93,90.34,4.7,31.76,1.8,38.27,Low
Odisha,Talcher,39.69,133.54,10.7,34.72,1.62,43.94,High
Odisha,Talcher,53.48,113.22,19.8,73.0,1.57,16.1,High
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,20.28,71.73,4.84,47.09,High
Odisha,Talcher,48.57,22.63,10.48,57.3,4.27,27.68,Moderate
Odisha,Talcher,35.65,141.11,17.29,66.74,4.66,34.42,High
Odisha,Talcher,110.34,217.23,34.59,64.34,4.92,31.88,High
Odisha,Talcher,64.68,126.32,12.95,51.99,4.23,34.67,High
Odisha,Talcher,108.11,166.64,15.7,78.88,5.23,39.53,High
Odisha,Talcher,59.36,135.68,33.14,72.84,1.71,29.51,High
Odisha,Talcher,34.41,81.16,20.36,57.56,1.62,15.98,Moderate
Odisha,Talcher,51.96,99.53,9.44,73.72,2.16,18.02,High
Odisha,Talcher,102.35,38.76,1.36,60.16,1.48,12.32,High
Odisha,Talcher,45.11,70.31,3.5,53.17,1.65,16.11,Moderate
Odisha,Talcher,82.83,177.12,14.05,66.41,1.98,27.05,High
Odisha,Talcher,90.72,373.29,21.69,67.61,1.89,4.84,High
Odisha,Talcher,43.09,139.17,10.52,48.03,1.39,39.63,High
Odisha,Talcher,20.11,97.93,8.17,39.12,1.52,21.48,Low
Odisha,Talcher,30.96,115.35,11.97,37.6,1.43,22.32,High
Odisha,Talcher,37.37,98.75,7.91,43.48,1.87,23.55,Moderate
Odisha,Talcher,51.56,96.27,8.79,43.16,1.75,22.65,Moderate
Odisha,Talcher,39.03,73.5,8.79,49.11,1.66,23.49,Moderate
Odisha,Talcher,38.9,92.05,33.4,55.71,1.65,14.33,Moderate
Odisha,Talcher,72.57,103.33,17.06,53.83,1.75,23.47,High
Odisha,Talcher,46.59,115.67,8.07,33.35,1.71,23.78,High
Odisha,Talcher,43.79,118.46,6.74,30.29,1.67,22.29,High
Odisha,Talcher,42.56,109.73,13.9,29.71,1.63,15.95,High
Odisha,Talcher,67.72,179.63,18.76,33.27,1.91,19.8,High
Odisha,Talcher,51.0,147.09,20.01,30.18,1.76,22.49,High
Odisha,Talcher,66.42,164.92,22.42,32.91,1.75,35.76,High
Odisha,Talcher,60.01,168.17,26.98,40.89,1.76,33.96,High
Odisha,Talcher,46.17,103.29,14.76,38.16,1.47,27.77,High
Odisha,Talcher,42.77,120.6,13.67,26.0,1.72,29.31,High
Odisha,Talcher,53.33,92.78,4.45,36.8,1.87,31.89,Moderate
Odisha,Talcher,32.69,62.61,6.21,42.03,1.6,21.26,Moderate
Odisha,Talcher,77.37,146.11,15.57,48.15,2.1,18.44,High
Odisha,Talcher,66.31,127.03,9.57,31.47,1.81,24.2,High
Odisha,Talcher,49.13,108.26,1.5,34.42,1.72,27.45,High
Odisha,Talcher,59.5,161.8,11.73,33.1,1.87,19.26,High
Odisha,Talcher,69.14,120.9,10.7,43.34,1.88,19.73,High
Odisha,Talcher,38.38,92.97,7.81,31.95,1.67,21.94,Moderate
Odisha,Talcher,84.96,143.73,8.06,43.6,2.15,28.68,High
Odisha,Talcher,80.66,147.79,6.86,32.74,1.98,22.57,High
Odisha,Talcher,36.34,74.74,8.64,28.21,1.75,14.98,Moderate
Odisha,Talcher,39.91,84.57,10.59,29.27,1.71,12.84,Moderate
Odisha,Talcher,25.78,84.37,9.89,27.9,1.68,9.61,Low
Odisha,Talcher,31.1,86.26,24.09,28.88,1.64,6.28,Moderate
Odisha,Talcher,36.97,94.18,12.13,27.79,1.71,10.35,Moderate
Odisha,Talcher,38.07,104.7,19.01,30.21,1.73,10.5,High
Odisha,Talcher,40.07,113.21,11.83,26.53,1.78,22.41,High
Odisha,Talcher,33.75,74.44,12.55,36.4,1.91,23.4,Moderate
Odisha,Talcher,79.39,162.66,19.67,31.34,2.28,22.59,High
Odisha,Talcher,54.6,114.36,11.66,42.47,1.94,11.59,High
Odisha,Talcher,49.37,98.48,14.27,35.35,1.94,10.14,Moderate
Odisha,Talcher,132.55,206.24,8.09,48.31,2.35,16.25,High
Odisha,Talcher,69.21,165.95,17.9,51.73,2.12,22.1,High
Odisha,Talcher,53.57,106.84,10.98,37.53,1.85,15.38,High
Odisha,Talcher,57.77,113.57,15.3,44.62,1.86,9.14,High
Odisha,Talcher,59.3,113.1,21.69,63.75,1.91,30.84,High
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,48.57,95.68,21.69,9.16,0.89,30.84,Moderate
Odisha,Talcher,31.44,285.1,21.69,46.42,2.19,30.84,High
Odisha,Talcher,23.77,202.62,21.69,47.32,2.16,30.84,High
Odisha,Talcher,29.49,194.29,21.69,46.54,2.19,30.84,High
Odisha,Talcher,44.47,171.72,21.69,51.21,2.37,30.84,High
Odisha,Talcher,31.75,151.44,21.69,60.17,2.45,30.84,High
Odisha,Talcher,18.9,108.97,21.69,50.77,2.1,30.84,High
Odisha,Talcher,24.69,124.5,21.69,43.87,2.07,30.84,High
Odisha,Talcher,26.57,120.71,21.69,42.45,2.15,30.84,High
Odisha,Talcher,36.11,142.65,21.69,43.27,2.27,30.84,High
